X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
6,3,sep,thu,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36
1,4,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21
6,5,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01
3,5,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18
6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42
1,4,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0
6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0
6,5,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0
4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33
3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58
7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64
4,4,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13
2,3,sep,mon,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0
4,3,sep,mon,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0
7,4,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0
6,3,sep,mon,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04
8,6,sep,mon,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48
2,4,sep,mon,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47
2,5,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93
8,6,sep,mon,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0
6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0
8,6,sep,mon,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1
2,2,sep,mon,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0
3,4,sep,fri,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0
5,4,sep,fri,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71
4,4,sep,fri,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03
7,4,sep,fri,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72
7,4,sep,fri,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26
6,3,sep,fri,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0
6,3,sep,fri,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0
1,4,sep,fri,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12
6,5,sep,fri,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09
4,3,sep,fri,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94
7,4,sep,fri,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93
6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65
6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03
4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75
4,5,sep,tue,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0
6,5,sep,sat,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64
4,5,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0
7,4,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06
3,4,jul,wed,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0
4,5,aug,sun,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0
5,4,aug,thu,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0
6,5,sep,fri,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3
6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35
8,6,aug,mon,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0
2,2,aug,sat,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63
6,5,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73
8,6,aug,thu,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33
8,6,aug,wed,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86
9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87
8,4,aug,sat,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18
2,4,aug,sun,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74
7,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0
7,4,feb,mon,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96
8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18
1,3,sep,sun,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76
2,4,mar,tue,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0
6,5,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0
4,5,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78
4,3,sep,sun,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64
5,6,aug,sun,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63
1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16
3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95
9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0
8,6,aug,thu,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0
2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04
2,2,aug,tue,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0
6,5,sep,sat,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0
4,3,sep,fri,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8
1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0
6,3,feb,fri,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0
7,4,feb,fri,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62
9,4,jul,mon,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63
7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0
5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0
8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28
6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02
6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44
2,5,aug,sun,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05
8,8,aug,wed,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76
2,4,aug,wed,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0
8,6,jul,sun,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3
1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72
8,6,aug,sat,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96
2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
2,4,aug,mon,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35
1,3,aug,thu,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0
3,4,aug,sun,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2
7,4,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0
1,3,aug,sat,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36
8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0
2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34
1,4,aug,fri,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0
2,5,jul,sat,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0
8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54
8,6,aug,sat,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0
2,5,aug,sat,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43
1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33
5,4,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0
8,6,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23
6,5,apr,mon,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35
1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0
2,5,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96
5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0
6,5,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0
3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0
7,4,sep,wed,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0
7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0
4,5,aug,wed,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43
1,4,aug,fri,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71
7,4,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0
4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0
3,4,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0
3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0
2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0
1,4,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32
7,4,aug,sat,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
1,4,sep,sun,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71
6,5,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39
6,4,feb,tue,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14
2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84
6,5,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18
3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55
6,5,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61
6,3,apr,sun,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13
5,4,apr,sun,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0
4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48
8,3,jun,mon,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94
9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32
4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08
2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19
4,3,jul,thu,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76
4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36
7,4,jul,sun,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21
7,4,jul,mon,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53
9,9,jul,thu,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75
4,3,jul,thu,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0
3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29
8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0
2,5,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43
2,4,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07
5,4,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0
5,4,aug,tue,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4
4,4,aug,tue,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7
4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0
4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0
1,3,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0
1,3,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32
6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59
6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0
4,5,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77
3,4,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68
6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54
7,5,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82
8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
7,5,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0
2,4,aug,wed,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95
4,3,aug,wed,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59
1,2,aug,thu,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8
1,2,aug,fri,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0
2,4,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
1,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
5,4,aug,fri,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17
6,5,aug,fri,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43
8,6,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0
4,3,aug,sun,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44
2,4,aug,sun,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29
7,4,aug,sun,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16
1,4,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0
6,3,nov,tue,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0
2,4,sep,sat,80.9723853799318,98.48964841039391,521.8767774240462,4.346152906013861,24.1,29,4.5,0.7863925972152063,0.0
6,3,sep,fri,84.73871255368121,97.87874007205032,608.20932075348,6.848327010271232,15.9,55,3.6,0.7666754354342591,0.0
8,6,aug,sun,82.98947393653972,105.99549050125187,395.2773180281477,7.426950925030395,18.2,43,4.9,0.3915259867889066,0.0
6,5,sep,fri,81.1519856843544,110.44435801127902,443.98946502048216,7.234438484319735,22.9,44,5.4,0.12429247341453095,0.0
4,5,aug,sun,72.8921190853522,73.44404109346584,404.3383952237127,3.859004316287011,21.4,33,3.1,0.14219192379008527,0.0
5,4,mar,fri,81.07760486823105,25.282996089096343,59.62141390797977,5.120099130834857,15.6,25,6.3,0.5082541990107046,0.0
4,5,jan,sun,15.914046324793187,0.8723865126077212,132.99717532214345,0.0,5.2,100,0.9,0.6248420794141404,0.0
5,4,sep,mon,78.03976488022163,55.346326738983834,569.7518272888846,6.014150234164904,19.1,38,2.7,0.862926519300819,0.0
2,4,sep,sat,83.89842243286613,103.72998305434159,533.0317125909927,6.223153834819012,24.1,29,4.5,0.5577173410502453,0.0
3,4,sep,sun,82.89522001310338,90.79817008533279,414.26033417257406,5.338570634342491,22.5,42,5.4,0.18767502381650802,0.0
1,4,aug,fri,84.2232586091474,239.72162900315595,515.7156635249746,3.870401027221617,22.2,45,3.6,0.5927697057688404,0.0
1,2,jul,fri,82.40977389115524,71.90226140167786,235.52639542557205,13.045868897692921,14.8,78,8.0,0.23779401198202402,0.0
9,9,feb,thu,70.22498659663388,4.869622825501172,18.5823338266659,5.632032147978423,6.7,79,3.1,0.7477320757652411,0.0
5,4,aug,sun,86.29003135903423,165.7936928165049,477.24458286953734,6.070710500234437,24.1,50,4.0,0.2136969067255688,0.0
1,2,sep,sun,81.55711651056625,109.79834273614198,464.20700566703226,5.329772538350978,25.3,36,3.6,0.8516320483428776,0.0
3,4,mar,sat,83.08796764930565,25.388401259862057,54.01655105385284,3.9950332478346193,15.2,27,4.9,0.6220597177030321,0.0
3,4,aug,sun,78.83196725109838,108.59038073336077,412.9762312302683,7.172627484538222,19.8,39,5.4,0.5282113991727551,0.0
2,4,jan,sat,75.88017775295222,3.1894604140318203,7.349936118888629,2.270815798532094,5.3,78,3.1,0.622155975779659,0.0
7,5,jun,sun,78.98197959746561,148.65507420525614,321.2375369786402,6.159695798352972,22.2,48,1.3,0.5643609763315225,0.0
4,6,mar,mon,80.72113175048024,17.063100102838828,41.32017018731438,2.9069493053485953,14.0,39,3.1,0.529993996575709,0.0
7,4,jul,sat,74.67102763380383,83.85294786225855,342.4113274736958,6.414681303037003,24.3,30,1.8,0.9653501501047312,0.0
4,3,aug,wed,83.64508744172562,86.52425916077652,509.14976401026047,6.098464478876127,20.4,42,4.9,0.4696772086455494,0.0
7,4,oct,tue,78.99532021138694,26.186583294706846,494.4216534538019,5.190907615654398,18.0,33,0.9,0.9924777372483019,0.0
1,2,sep,sun,80.12185807710296,129.08247437080328,479.07508283237763,4.380137922900887,25.3,36,3.6,0.7255704325955166,0.0
1,2,aug,fri,83.33564159776732,141.67455503202953,526.4644259442078,5.118006780485647,18.5,73,8.5,0.7013859281066315,0.0
3,6,jun,fri,73.87325763484829,75.97995575298894,147.28894889539836,5.407821375896918,19.2,38,4.5,0.7914285444415108,0.0
7,3,oct,sat,85.26328096961292,32.20055816397904,464.3614834123493,4.938027042860855,17.8,27,4.0,0.6800392538798018,0.0
4,6,feb,sat,55.96532400189371,18.004358797148335,65.92277755780626,0.6087691857416022,15.4,40,2.7,0.7235552912612782,0.0
2,4,mar,tue,76.81580187466312,11.792829091238236,18.738631242490627,6.36466034043098,15.2,19,7.6,0.9092563134105343,0.0
6,5,mar,thu,85.2999993743278,16.789210664372522,19.119070516577445,5.705807796330241,8.7,51,5.8,0.3348453273329448,0.0
5,4,sep,mon,80.04332565533387,61.99176726331385,561.7809307924448,6.143418507164717,19.1,38,2.7,0.35054285920814576,0.0
2,4,sep,sun,79.148842175618,91.04507811036042,462.2305372372847,7.178998664643505,16.0,45,1.8,0.7692898236183634,0.0
6,5,mar,wed,77.92027209840253,13.163317425283948,18.500289321131437,7.651913650162316,13.8,24,5.8,0.6897177384660452,0.0
2,2,feb,mon,70.44600790018653,8.267480697007791,20.851595409372653,1.173269892441899,13.9,40,5.4,0.70325325777277,0.0
7,4,jun,sun,76.69386470472922,71.86795018759375,146.32050506772575,41.24571118804394,21.0,44,4.5,0.21635829204816603,0.0
1,2,aug,fri,73.7220131072393,136.1400668471309,553.9913833534796,3.886106612583809,18.5,73,8.5,0.41315101377898167,0.0
6,5,mar,sat,85.14371257384994,29.56512979457029,51.98452625098753,5.398321223449486,17.4,25,4.9,0.8786614027135597,0.0
4,4,mar,mon,82.67720902557745,39.233465637243874,73.00723584131227,3.731206491229896,11.0,46,5.8,0.9071433728576959,0.0
7,4,sep,wed,84.39348015735891,208.23219245667303,583.9640210090286,5.193892935498681,10.5,77,4.0,0.5294290932159351,0.0
2,2,feb,fri,69.66864953200677,11.716884094620752,27.702590082704155,3.3482548884124212,12.3,51,0.9,0.7814843138153351,0.0
5,4,sep,sat,79.09618513250228,84.54096703839451,479.7510363312859,6.208315559192001,24.1,27,3.1,0.7511459783132639,0.0
7,4,aug,sun,74.50698044424578,127.34229972184608,388.7507880420348,4.310999751225686,19.3,61,4.9,0.5233648225830545,0.0
6,5,mar,thu,83.79087373922734,14.953403178194579,19.231213222837674,5.4073571240858165,8.7,51,5.8,0.4130224681047463,0.0
1,3,aug,thu,85.32679124034156,174.9471116681869,485.33125613208387,10.407516432421287,26.2,34,5.8,0.24984316235531123,0.0
6,5,sep,fri,77.35599467276371,99.31168885086797,555.1761464552293,8.575259008373052,22.9,44,5.4,0.5321952405899407,0.0
5,5,mar,thu,86.31161042710248,14.077917640029437,19.943855869295692,4.569631060146609,11.6,48,5.4,0.5029923472873968,0.0
5,5,mar,thu,77.88691957056555,13.860690074882832,20.423232056792315,5.050010604385134,11.6,48,5.4,0.9513342823295603,0.0
7,4,sep,mon,79.60498684920935,96.66820969583456,490.16479477405164,4.145373552918653,19.3,44,2.2,0.8807417464741533,0.0
5,5,mar,thu,75.95703119880058,14.968687898591504,20.085657447815827,5.861730589361529,11.6,48,5.4,0.8780733134185825,0.0
4,3,aug,sun,79.30028548210709,89.56230153982321,426.5663494546408,3.6476365664107693,21.5,34,2.2,0.28279791056153436,0.0
4,5,sep,sat,84.12419722849779,77.23672383483616,425.32956038221334,3.776239873602275,20.3,45,3.1,0.1818258619664418,0.0
4,3,sep,thu,84.64888972814529,98.68541172933072,487.3765682617186,5.960986010764993,27.7,24,2.2,0.8968763327425819,0.0
2,2,aug,mon,78.78380151448093,92.72239527413558,465.0450185789754,4.211137776239237,23.1,31,3.1,0.4105703845733041,0.0
4,6,mar,mon,77.15595783797684,18.084066633284447,49.60431103464871,2.819101317129187,14.0,39,3.1,0.3640438225750354,0.0
4,3,jul,thu,88.50146712003696,88.79619671899266,365.09890680680445,6.179170448493188,30.2,22,4.9,0.8993541109034612,0.0
